numbers
70660.00
70423.00
70358.00
70358.00
70350.00
70340.00
70340.00
70340.00
70455.00
70455.00
70500.00
69900.00
70990.00
70358.00
70513.00
70500.00
70441.00
70478.00
70448.00
70507.00
70513.00
70425.00
70449.00
70745.00
70700.00
70700.00
70621.00
70745.00
70916.00
70644.00
70956.00
70989.00
70621.00
70989.00
70930.00
70799.00
70800.00
70805.00
70833.00
70860.00
70860.00
70849.00
70799.00
70799.00
70799.00
70799.00
70750.00
70750.00
70712.00
70837.00
70797.00
70650.00
70650.00
70699.00
70621.00
70600.00
70554.00
70689.00
70698.00
70675.00
70550.00
70501.00
70500.00
70451.00
70451.00
70698.00
70699.00
70749.00
70903.00
70752.00
70795.00
70712.00
70577.00
70512.00
70794.00
70794.00
70793.00
70600.00
70721.00
70524.00
70500.00
70455.00
70450.00
70401.00
70474.00
70469.00
70401.00
70400.00
70400.00
70452.00
70412.00
70351.00
70300.00
70489.00
70490.00
70499.00
70500.00
70500.00
70500.00
70500.00
70500.00
70589.00
70699.00
70789.00
70789.00
70675.00
70676.00
70606.00
70678.00
70615.00
70565.00
70565.00
70699.00
70699.00
70699.00
70726.00
70728.00
70741.00
70799.00
70800.00
70800.00
70801.00
70757.00
70875.00
70875.00
70825.00
70825.00
70758.00
70737.00
70751.00
70751.00
70879.00
70879.00
70789.00
70800.00
70799.00
70752.00
70800.00
71183.00
70827.00
71109.00
70850.00
71297.00
71200.00
71297.00
71400.00
71700.00
71264.00
71425.00
71425.00
71494.00
71376.00
71317.00
71505.00
71600.00
71700.00
71700.00
71800.00
71800.00
71900.00
71879.00
71872.00
71808.00
71818.00
71851.00
71819.00
71950.00
71950.00
71950.00
71861.00
71789.00
71700.00
71653.00
71731.00
71599.00
71853.00
71879.00
71866.00
71784.00
71828.00
71614.00
71662.00
71714.00
71650.00
71600.00
71550.00
71505.00
71500.00
71462.00
71450.00
71450.00
71400.00
71501.00
71402.00
71444.00
71575.00
71575.00
71400.00
71350.00
71300.00
71367.00
71408.00
71410.00
71300.00
71300.00
71135.00
71326.00
71251.00
71230.00
71326.00
71385.00
71263.00
71525.00
71600.00
71607.00
71613.00
71613.00
71571.00
71576.00
71610.00
71613.00
71613.00
71625.00
71737.00
71737.00
71650.00
71640.00
71500.00
71500.00
71539.00
71539.00
71600.00
71650.00
71650.00
71650.00
71650.00
71600.00
71700.00
71700.00
71700.00
71700.00
71600.00
71500.00
71546.00
71546.00
71500.00
71423.00
71423.00
71518.00
71479.00
71479.00
71479.00
71500.00
71418.00
71411.00
71402.00
71400.00
71400.00
71359.00
71359.00
71450.00
71549.00
71450.00
71450.00
71450.00
71450.00
71599.00
71588.00
71550.00
71595.00
71593.00
71514.00
71495.00
71495.00
71538.00
71483.00
71650.00
71639.00
71598.00
71699.00
71675.00
71656.00
71669.00
71601.00
71594.00
71590.00
71561.00
71640.00
71647.00
71562.00
71699.00
71699.00
71643.00
71654.00
71656.00
71643.00
71645.00
71745.00
71745.00
71745.00
71835.00
71856.00
71873.00
71875.00
71876.00
71876.00
71875.00
71900.00
71900.00
71875.00
71875.00
71900.00
71820.00
71820.00
71895.00
71894.00
71813.00
71850.00
71860.00
71870.00
70998.00
70983.00
71001.00
71005.00
71010.00
71010.00
70967.00
70945.00
70979.00
70979.00
70925.00
70900.00
70901.00
70825.00
70825.00
70815.00
70800.00
70726.00
70726.00
70800.00
70730.00
70725.00
70700.00
70601.00
70575.00
70520.00
70520.00
70535.00
70520.00
70538.00
70515.00
70520.00
70546.00
70516.00
70501.00
70516.00
70500.00
70500.00
70625.00
70582.00
70505.00
70500.00
70499.00
70500.00
70560.00
70648.00
70695.00
70648.00
70650.00
70620.00
70773.00
70755.00
70668.00
70680.00
70729.00
70700.00
70620.00
70727.00
70600.00
70599.00
70505.00
70450.00
70450.00
70508.00
70508.00
70400.00
70400.00
70320.00
70300.00
70232.00
70232.00
70350.00
70329.00
70366.00
70471.00
70395.00
70366.00
70479.00
70400.00
70340.00
70499.00
70499.00
70489.00
70380.00
70489.00
70400.00
70436.00
70489.00
70443.00
70508.00
70544.00
70589.00
70600.00
70599.00
70599.00
70572.00
70650.00
70572.00
70530.00
70573.00
70575.00
70600.00
70544.00
70450.00
70446.00
70486.00
70600.00
70699.00
70699.00
70799.00
70792.00
70800.00
70800.00
70873.00
70890.00
70751.00
70887.00
70887.00
70925.00
70890.00
70934.00
70858.00
70760.00
70605.00
70689.00
70610.00
70610.00
70606.00
70606.00
70510.00
70471.00
70471.00
70471.00
70571.00
70635.00
70636.00
70623.00
70621.00
70510.00
70576.00
70419.00
70353.00
70301.00
70301.00
70350.00
70369.00
70353.00
70350.00
70350.00
70320.00
70347.00
70300.00
70251.00
70251.00
70270.00
70303.00
70220.00
70194.00
70194.00
70195.00
70150.00
70150.00
70300.00
70218.00
70338.00
70370.00
70150.00
70125.00
70100.00
70070.00
70005.00
70000.00
69950.00
69755.00
69755.00
69823.00
69823.00
69772.00
69801.00
69801.00
69738.00
69738.00
69700.00
69700.00
69700.00
69787.00
69700.00
69704.00
69650.00
69650.00
69650.00
69888.00
69900.00
69900.00
69800.00
69856.00
69839.00
69999.00
70140.00
70061.00
70061.00
70050.00
69960.00
69910.00
70036.00
69860.00
70289.00
70021.00
70000.00
69960.00
70069.00
70051.00
70100.00
70197.00
70200.00
70290.00
70152.00
70170.00
70200.00
70200.00
70200.00
70201.00
70150.00
70150.00
70094.00
70206.00
70250.00
70250.00
70250.00
70250.00
70299.00
70357.00
70316.00
70316.00
70349.00
70410.00
70410.00
70421.00
70500.00
70500.00
70500.00
70301.00
70301.00
70301.00
70370.00
70370.00
70299.00
70173.00
70170.00
70175.00
70175.00
70237.00
70250.00
70449.00
70327.00
70360.00
70327.00
70232.00
70200.00
70279.00
70536.00
70590.00
70590.00
70609.00
70594.00
70599.00
70603.00
70639.00
70639.00
70679.00
70679.00
70679.00
70679.00
70578.00
70578.00
70600.00
70600.00
70711.00
70711.00
70665.00
70540.00
70400.00
70400.00
70468.00
70449.00
70485.00
70699.00
70699.00
70721.00
70749.00
70800.00
70829.00
70831.00
70831.00
70880.00
